iter	RMSE
0	8.888404039
1	8.642688113
2	8.252237807
3	8.074221919
4	7.878133102
5	7.742712024
6	7.57979242
7	7.444998758
8	7.300228721
9	7.169240313
10	6.883935526
11	6.672913027
12	6.542789627
13	6.303469874
14	6.219019738
15	6.027220587
16	5.911791297
17	5.820433152
18	5.765964373
19	5.665572551
20	5.550968357
21	5.441031139
22	5.340844377
23	5.137730358
24	5.014793819
25	4.896416315
26	4.786712588
27	4.686987443
28	4.627607056
29	4.542174658
30	4.423435561
31	4.370192143
32	4.300984924
33	4.18517483
34	4.086304761
35	4.049054754
36	3.961346351
37	3.935027877
38	3.837076634
39	3.805429859
40	3.753360139
41	3.715093653
42	3.70247358
43	3.631714136
44	3.571564744
45	3.546981266
46	3.50402718
47	3.436320908
48	3.430859854
49	3.405351444
50	3.344166164
51	3.291615874
52	3.280779
53	3.23979222
54	3.207988555
55	3.178375702
56	3.126172069
57	3.078626133
58	3.045108409
59	3.014625547
60	2.978018558
61	2.93740626
62	2.900924272
63	2.859262519
64	2.84054687
65	2.791989206
66	2.745939678
67	2.733308365
68	2.708781778
69	2.67342596
70	2.63977265
71	2.606411874
72	2.583190935
73	2.541287703
74	2.500285119
75	2.465750911
76	2.440462905
77	2.410797551
78	2.366443651
79	2.327996228
80	2.313036445
81	2.304228706
82	2.281334665
83	2.261469064
84	2.242864596
85	2.210204008
86	2.200573174
87	2.182820323
88	2.158065076
89	2.142979543
90	2.132973362
91	2.116629563
92	2.087747194
93	2.07788579
94	2.064511835
95	2.042936688
96	2.022293029
97	2.012177498
98	2.003353048
99	1.97668625
100	1.964388514
101	1.945788817
102	1.922903474
103	1.905663441
104	1.89320449
105	1.876855608
106	1.86635563
107	1.847645274
108	1.828403206
109	1.817024681
110	1.801802542
111	1.789378497
112	1.780267521
113	1.765802585
114	1.758989193
115	1.751713659
116	1.722163143
117	1.713621355
118	1.691342167
119	1.686317305
120	1.68084924
121	1.675159688
122	1.652400861
123	1.648166075
124	1.625780816
125	1.609302446
126	1.604795196
127	1.595591196
128	1.579460018
129	1.560026833
130	1.543231352
131	1.538851354
132	1.534156509
133	1.51656551
134	1.512654517
135	1.497312138
136	1.478665424
137	1.474331145
138	1.460286305
139	1.457491721
140	1.44112889
141	1.433244135
142	1.419225274
143	1.408513595
144	1.402932304
145	1.393062724
146	1.378234306
147	1.375180615
148	1.358328739
149	1.346038883
150	1.3353057
151	1.332838095
152	1.316495898
153	1.314668628
154	1.305132648
155	1.297674807
156	1.288351592
157	1.279154911
158	1.266969191
159	1.25806735
160	1.254571864
161	1.238312545
162	1.224366972
163	1.213851011
164	1.211733431
165	1.21042341
166	1.200713289
167	1.199302708
168	1.192784929
169	1.186518151
170	1.184531886
171	1.183358948
172	1.169348718
173	1.158915207
174	1.148138063
175	1.137216857
176	1.126696407
177	1.115141506
178	1.111120393
179	1.103039627
180	1.094931476
181	1.08702247
182	1.085754537
183	1.079674483
184	1.070092219
185	1.057883825
186	1.047513006
187	1.039849376
188	1.038933799
189	1.037614433
190	1.028597014
191	1.019843933
192	1.012934362
193	1.003109155
194	0.9950598275
195	0.9852213796
196	0.9776153006
197	0.9716382763
198	0.9636612935
199	0.9565755443
200	0.9548858346
201	0.951008493
202	0.9415744994
203	0.9401062408
204	0.9327661201
205	0.9286828331
206	0.9279966418
207	0.9191231414
208	0.9133693904
209	0.910700737
210	0.9099151806
211	0.9029406677
212	0.8964187435
213	0.8957891342
214	0.8921149355
215	0.8912923422
216	0.8825859486
217	0.8762725248
218	0.8689631799
219	0.8673520068
220	0.8596004381
221	0.8526657363
222	0.8441620469
223	0.8373077989
224	0.8316110947
225	0.8309451526
226	0.8279081806
227	0.8271111875
228	0.8221980069
229	0.8161407519
230	0.8122095628
231	0.8053673369
232	0.7967080602
233	0.7930813915
234	0.7858480999
235	0.7783203655
236	0.772220405
237	0.7696657275
238	0.7674001276
239	0.7610840905
240	0.7554317185
241	0.750591178
242	0.7472987047
243	0.7409344584
244	0.7405088558
245	0.7335479061
246	0.7288858062
247	0.7237428351
248	0.7207614719
249	0.7151778392
250	0.7096235034
251	0.7060684008
252	0.6998201351
253	0.696095619
254	0.6954959934
255	0.6918420954
256	0.6866593122
257	0.6821296188
258	0.677962275
259	0.6735845763
260	0.6708765667
261	0.6659650278
262	0.6642880748
263	0.6596023501
264	0.6551118503
265	0.6498583548
266	0.6449529128
